onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	2	2	 n/a	 n/a
15	1	1	2	2	2	2	0.004	1
18	1	1	3	2	1	1	1.11	1
21	1	1	4	2	1	1	1.039	3
24	1	1	5	2	1	2	0.767	3
27	1	1	6	2	2	1	0.874	2
30	1	1	7	2	1	1	0.881	1
33	1	1	8	2	2	1	0.875	1
36	1	1	9	2	1	2	0.756	2
39	1	1	10	2	1	2	0.778	3
42	1	1	11	2	2	2	0.887	2
45	1	1	12	2	2	1	0.891	2
63	1	2	1	1	1	2	0.916	4
66	1	2	2	1	2	1	0.919	4
69	1	2	3	1	1	1	0.748	3
72	1	2	4	1	2	1	0.889	2
75	1	2	5	1	2	2	0.971	2
78	1	2	6	1	2	2	0.619	1
81	1	2	7	1	2	1	0.599	1
84	1	2	8	1	1	1	0.805	3
87	1	2	9	1	2	2	0.914	2
90	1	2	10	1	1	2	0.854	2
93	1	2	11	1	1	1	0.681	4
96	1	2	12	1	1	2	0.871	2
114	1	3	1	2	2	1	1	4
117	1	3	2	2	2	2	0.984	2
120	1	3	3	2	2	2	0.928	3
123	1	3	4	2	1	1	0.873	4
126	1	3	5	2	2	1	1.247	2
129	1	3	6	2	1	2	1.022	3
132	1	3	7	2	2	1	0.915	2
135	1	3	8	2	2	2	0.993	1
138	1	3	9	2	1	2	0.935	4
141	1	3	10	2	1	1	0.659	4
144	1	3	11	2	1	1	0.785	3
147	1	3	12	2	1	2	0.582	4
165	1	4	1	1	1	1	1.11	4
168	1	4	2	1	1	2	0.946	2
171	1	4	3	1	1	1	0.825	1
174	1	4	4	1	1	1	0.922	2
177	1	4	5	1	2	1	0.868	2
180	1	4	6	1	2	2	1.022	3
183	1	4	7	1	1	2	0.682	4
186	1	4	8	1	2	2	0.613	2
189	1	4	9	1	1	2	0.688	2
192	1	4	10	1	2	1	0.657	3
195	1	4	11	1	2	2	0.765	1
198	1	4	12	1	2	1	0.576	1
