onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	2	2	1	3.188	2	1	1	0.632
21	6	1	2	1	2	2	1.113	1	1	3	0.659
27	6	1	3	1	1	2	1.686	1	1	3	0.578
33	6	1	4	2	1	1	1.212	2	1	3	0.602
39	6	1	5	1	2	2	1.097	1	1	4	0.567
45	6	1	6	2	2	2	0.977	2	1	4	0.565
51	6	1	7	1	1	2	0.833	1	1	2	0.68
57	6	1	8	2	2	1	0.889	2	1	3	0.769
63	6	1	9	2	1	2	1.191	2	1	3	0.681
69	6	1	10	1	1	1	1.123	1	1	3	0.657
75	6	1	11	2	2	1	0.949	2	1	2	1.019
81	6	1	12	1	2	1	1.238	2	0	3	0.94
87	6	1	13	2	1	1	1.014	2	1	2	0.745
93	6	1	14	1	2	1	1.044	2	0	1	1.003
99	6	1	15	2	1	1	1.473	1	0	2	0.922
105	6	1	16	2	2	2	1.506	2	1	2	0.493
111	6	1	17	2	2	1	1.349	1	0	2	0.552
117	6	1	18	2	1	1	0.871	2	1	2	0.831
123	6	1	19	1	1	1	1.033	2	0	2	1.128
129	6	1	20	2	2	2	1.379	2	1	3	0.646
135	6	1	21	1	2	1	1.274	1	1	1	0.758
141	6	1	22	1	1	1	1.334	2	0	2	0.919
147	6	1	23	2	1	2	1.305	1	0	2	0.847
153	6	1	24	1	1	1	1.23	1	1	4	0.767
159	6	1	25	1	2	1	1.482	2	0	2	0.832
165	6	1	26	2	2	1	1.319	1	0	1	0.886
171	6	1	27	2	1	2	1.12	2	1	3	0.84
177	6	1	28	2	2	1	0.97	2	1	3	1.142
183	6	1	29	1	2	2	0.964	1	1	4	0.646
189	6	1	30	1	2	1	1.224	2	0	2	0.895
195	6	1	31	2	2	2	1.231	2	1	4	0.405
201	6	1	32	2	2	1	1.431	2	1	4	0.339
207	6	1	33	1	2	1	1.001	1	1	3	0.584
213	6	1	34	1	2	2	0.984	1	1	4	0.441
219	6	1	35	2	2	2	1.465	2	1	3	0.647
225	6	1	36	2	2	2	1.149	2	1	2	0.644
231	6	1	37	1	1	2	1.162	1	1	3	0.563
237	6	1	38	1	1	1	0.99	1	1	4	0.648
243	6	1	39	1	2	1	1.052	1	1	2	1.854
249	6	1	40	1	2	2	0.946	1	1	4	0.614
255	6	1	41	2	1	2	1.415	2	1	2	0.686
261	6	1	42	2	1	2	1.3	2	1	4	0.829
267	6	1	43	2	1	2	1.139	2	1	3	0.623
273	6	1	44	1	1	2	0.84	1	1	3	0.79
279	6	1	45	2	2	1	1.574	1	0	1	1.011
285	6	1	46	1	2	1	1.345	1	1	3	0.385
291	6	1	47	2	1	2	1.599	2	1	3	0.693
297	6	1	48	2	1	2	1.587	2	1	2	0.999
303	6	1	49	2	1	1	1.381	2	1	3	0.499
309	6	1	50	1	1	1	1.375	1	1	4	0.763
315	6	1	51	2	1	2	1.212	2	1	4	0.749
321	6	1	52	1	2	1	1.266	2	0	1	1.067
327	6	1	53	1	1	2	1.26	1	1	2	0.633
333	6	1	54	2	2	2	1.37	2	1	3	0.622
339	6	1	55	2	2	2	1.489	2	1	3	0.78
345	6	1	56	1	2	2	1.162	1	1	3	0.988
351	6	1	57	2	2	1	1.414	2	1	1	0.628
357	6	1	58	2	2	1	1.175	2	1	3	0.875
363	6	1	59	1	2	1	1.662	1	1	2	0.598
369	6	1	60	2	1	1	1.711	2	1	3	0.625
375	6	1	61	1	2	2	1.172	1	1	3	0.578
381	6	1	62	1	1	1	1.838	2	0	3	0.532
387	6	1	63	1	2	2	1.437	2	0	1	0.554
393	6	1	64	1	1	1	1.138	1	1	2	0.797
399	6	1	65	2	2	2	1.331	2	1	3	0.73
405	6	1	66	1	2	2	1.543	2	0	3	0.761
411	6	1	67	1	1	1	1.853	2	0	2	1.097
417	6	1	68	2	1	1	1.144	2	1	4	0.698
423	6	1	69	1	1	2	0.997	1	1	2	0.696
429	6	1	70	2	1	1	1.38	2	1	4	0.553
435	6	1	71	1	2	2	0.891	1	1	4	0.477
441	6	1	72	2	1	2	1.2	2	1	2	0.757
447	6	1	73	2	1	2	1.529	2	1	4	0.39
453	6	1	74	2	1	1	1.218	2	1	4	0.757
459	6	1	75	1	2	1	0.997	1	1	4	0.584
465	6	1	76	1	1	2	0.845	1	1	4	0.467
471	6	1	77	1	1	2	1.274	1	1	3	0.471
477	6	1	78	1	1	1	1.507	1	1	3	0.45
483	6	1	79	2	2	1	1.146	2	1	4	0.629
489	6	1	80	1	1	1	1.586	1	1	1	0.855
495	6	1	81	2	2	2	1.112	2	1	4	0.597
501	6	1	82	2	2	1	1.039	2	1	4	0.615
507	6	1	83	2	2	2	0.911	2	1	4	0.694
513	6	1	84	1	2	1	1.538	1	1	1	0.722
519	6	1	85	1	1	2	0.986	1	1	3	0.483
525	6	1	86	2	1	1	2.063	1	0	3	0.701
531	6	1	87	1	1	1	1.36	1	1	1	0.845
537	6	1	88	2	1	2	1.364	2	1	3	0.619
543	6	1	89	1	2	2	1.375	1	1	1	0.817
549	6	1	90	2	2	2	1.139	2	1	3	0.929
555	6	1	91	1	2	2	1.127	1	1	4	0.464
561	6	1	92	2	1	1	1.311	2	1	3	0.681
567	6	1	93	1	1	2	0.937	1	1	4	0.933
573	6	1	94	1	1	2	1.027	1	1	4	0.818
579	6	1	95	1	1	2	1.131	1	1	4	0.608
585	6	1	96	2	1	1	1.338	2	1	2	0.679
